episode,step,mode,SNO_2,SNO_1,SNO_3,CODTN,SNH,Flow,Qint,reward,buffer,EQI,AE,PE,EC,J,J_manual,ratio
0,158026,SAC,2.3110495,3.4403806,3.9724472,2.0553517,1.77147001080193,20648.0,52088.2734375,3.138984138949895,26,1574.5048762737401,4000.0,2183.862890625,0.8,481453.363926623,1293523.0,0.372203172210021
0,158027,SAC,2.1554453,3.2327917,3.8381326,2.0553517,1.85305013517094,20648.0,35807.52734375,3.1198788625689735,27,1592.9097289750687,4000.0,2604.413671875,0.8,486395.98681063874,1293523.0,0.3760242274862053
0,158028,SAC,1.9760631,3.0067897,3.719578,2.0553517,1.99383520992977,20648.0,31429.001953125,3.0905338030316143,28,1643.078797993325,4000.0,1790.3763671875001,0.8,493987.6887002275,1293523.0,0.3818932393936772
0,158029,SAC,1.7790749,2.7646394,3.5517735,2.0553517,2.19593522682738,20648.0,11885.33984375,3.0277356836865756,29,1727.5935037658462,4000.0,1571.4500976562501,0.8,510233.851046138,1293523.0,0.3944528632626849
0,158030,SAC,1.5612828,2.4979372,3.3956041,2.0553517,2.47818674355564,20648.0,12199.21484375,2.9386685321054533,30,1857.4616594625447,4000.0,594.2669921875,0.8,533275.9328690716,1293523.0,0.41226629357890937
0,158031,SAC,1.3199664,2.2053773,3.2962182,2.0553517,2.87212104923948,20648.0,5083.345703125,2.7883603589098884,31,2051.6533323289923,4000.0,609.9607421875,0.8,572161.3486923609,1293523.0,0.44232792821802236
0,158032,SAC,1.0602217,1.8873726,3.1384346,2.0553517,3.4157737731592,20648.0,5172.0703125,2.573604809369732,32,2334.7814768922926,4000.0,254.16728515625002,0.8,627719.5972339272,1293523.0,0.4852790381260536
0,158033,SAC,0.7806864,1.5367099,3.0269318,2.0553517,4.15788091286864,20648.0,5025.869140625,2.2627955368168404,33,2736.7538760956945,4000.0,258.603515625,0.8,708127.385766014,1293523.0,0.5474408926366319
0,158034,SAC,0.49739492,1.1839279,2.9473715,2.0553517,5.12195431685773,20648.0,5003.55078125,1.8464272480299204,34,3275.4454849911244,4000.0,251.29345703125,0.8,815843.7773693186,1293523.0,0.6307145503940159
0,158035,SAC,0.25343445,0.8564913,2.778064,2.0553517,6.26362670200216,20648.0,5002.232421875,1.3386605939798937,35,3932.2700694074083,4000.0,250.17753906250002,0.8,947205.3464986692,1293523.0,0.7322678812040213
0,158036,SAC,0.11426473,0.6488617,2.820809,2.0553517,7.45960497664348,20648.0,5000.865234375,0.7881485201230882,36,4644.3710874884155,4000.0,250.11162109375002,0.8,1089625.3523609645,1293523.0,0.8423702959753824
0,158037,SAC,0.06479458,0.5477085,2.8727946,2.0553517,8.5119732779529,20648.0,5001.158203125,0.2920897729566576,37,5286.035511690004,4000.0,250.04326171875002,0.8,1217958.032123157,1293523.0,0.9415820454086684
0,158038,SAC,0.0501004,0.5218829,2.9834335,2.0553517,9.26279811366022,20648.0,5000.537109375,-0.06511848879809268,38,5748.09239433323,4000.0,250.05791015625002,0.8,1310369.452597115,1293523.0,1.0130236977596185
0,158039,SAC,0.04714652,0.5411025,3.168831,2.0553517,9.6990045593674,20648.0,5000.31640625,-0.27353638153143756,39,6017.686198015657,4000.0,250.02685546875,0.8,1364288.1201695378,1293523.0,1.0547072763062875
0,158040,SAC,0.049634784,0.58832186,3.3568125,2.0553517,9.88460747174342,20648.0,5000.10546875,-0.3628146387012423,40,6133.1698425920595,4000.0,250.0158203125,0.8,1387384.8159793494,1293523.0,1.0725629277402484
0,158041,SAC,0.057348493,0.6679632,3.593277,2.0553517,9.89469665242724,20648.0,5000.01171875,-0.3688773144476096,41,6141.012211314653,4000.0,250.00527343750002,0.8,1388953.2580832432,1293523.0,1.073775462889522
0,158042,SAC,0.069932096,0.7705845,3.7815063,2.0553517,9.79724110707311,20648.0,5000.00390625,-0.32421659241923084,42,6083.242610486837,4000.0,250.0005859375,0.8,1377399.32385518,1293523.0,1.0648433184838462
0,158043,SAC,0.0890752,0.89739627,3.921074,2.0553517,9.63345953011124,20648.0,5000.001953125,-0.24884089545482713,43,5985.742418681726,4000.0,250.0001953125,0.8,1357899.2843222828,1293523.0,1.0497681790909654
0,158044,SAC,0.116779394,1.0486711,4.046727,2.0553517,9.42260619937997,20648.0,5000.001953125,-0.1522901370708949,44,5860.8517935095115,4000.0,250.00009765625,0.8,1332921.158994871,1293523.0,1.030458027414179
0,158045,SAC,0.15669778,1.2302809,4.1800117,2.0553517,9.15951328310648,20648.0,5000.0,-0.0326726831643569,45,5706.123865679964,4000.0,250.00009765625,0.8,1301975.5734289617,1293523.0,1.0065345366328713
0,158046,SAC,0.21178532,1.4290388,4.232199,2.0553517,8.85044344084348,20648.0,5000.0,0.10654072858368302,46,5526.048117140249,4000.0,250.0,0.8,1265960.4234280498,1293523.0,0.9786918542832634
0,158047,SAC,0.2758889,1.6298174,4.339017,2.0553517,8.61253127860121,20648.0,5000.0,0.2102390809983934,47,5391.911913229715,4000.0,250.0,0.8,1239133.182645943,1293523.0,0.9579521838003213
0,158048,SAC,0.3501539,1.8287833,4.409212,2.0553517,8.4443408244831,20648.0,5000.0,0.27892719635257635,48,5303.0622561924265,4000.0,250.0,0.8,1221363.2512384853,1293523.0,0.9442145607294847
0,158049,SAC,0.42609766,1.9961648,4.4383817,2.0553517,8.31343907049988,20648.0,5000.02734375,0.32949059048292995,49,5237.657342926748,4000.0,250.0,0.8,1208282.2685853497,1293523.0,0.9341018819034139
0,158050,SAC,0.49183258,2.1131263,4.409724,2.0553517,8.21338001991027,20648.0,5000.0,0.3669136675460649,50,5189.249711506999,4000.0,250.00136718750002,0.8,1198600.7464029624,1293523.0,0.926617266490787
0,158051,SAC,0.54670733,2.203541,4.422319,2.0553517,8.13066956121146,20648.0,5000.0,0.39776248050022645,51,5149.346082935906,4000.0,250.0,0.8,1190620.0165871812,1293523.0,0.9204475038999548
0,158052,SAC,0.59742874,2.2866502,4.4421086,2.0553517,8.04279167738398,20648.0,5000.0,0.43174882651325763,52,5105.383962682091,4000.0,250.0,0.8,1181827.5925364182,1293523.0,0.9136502346973484
0,158053,SAC,0.64825076,2.3738835,4.5292835,2.0553517,7.92990658009449,20648.0,5000.0,0.47769452215433894,53,5045.952148619353,4000.0,250.0,0.8,1169941.2297238705,1293523.0,0.9044610955691321
0,158054,SAC,0.70175946,2.4498878,4.4533515,2.0553517,7.7808627027347,20648.0,5000.005859375,0.5405270061801808,54,4964.676885384793,4000.0,250.0,0.8,1153686.1770769588,1293523.0,0.8918945987639638
0,158055,SAC,0.7579823,2.5343378,4.4900637,2.0553517,7.60158417125698,20648.0,5000.0,0.6174049541006292,55,4865.233487162359,4000.0,250.00029296875002,0.8,1133797.4983113783,1293523.0,0.8765190091798741
0,158056,SAC,0.81811196,2.6137278,4.487409,2.0553517,7.40362701228295,20648.0,5000.0,0.702604071834739,56,4755.0264731881125,4000.0,250.0,0.8,1111756.0946376226,1293523.0,0.8594791856330523
0,158057,SAC,0.879341,2.6882653,4.5042357,2.0553517,7.19873910350438,20648.0,5000.0,0.79094667721313,57,4640.75328125124,4000.0,250.0,0.8,1088901.456250248,1293523.0,0.841810664557374
0,158058,SAC,0.94146407,2.7556524,4.4453716,2.0553517,6.99117281522457,20648.0,5000.046875,0.8804291928981947,58,4525.005589114749,4000.0,250.0,0.8,1065751.9178229498,1293523.0,0.8239141614203611
0,158059,SAC,0.99880564,2.8130329,4.482277,2.0553517,6.78290904803679,20648.0,5000.005859375,0.9710089384891134,59,4407.838569702497,4000.0,250.00234375000002,0.8,1042318.5209717494,1293523.0,0.8057982123021774
0,158060,SAC,1.0544763,2.8560538,4.378624,2.0553517,6.57268050582303,20648.0,5000.0,1.0627963512658751,60,4289.10947092698,4000.0,250.00029296875002,0.8,1018572.6950643023,1293523.0,0.787440729746825
0,158061,SAC,1.0978303,2.8702643,4.3692613,2.0553517,6.3768869743088,20648.0,5000.0,1.1496371793979399,61,4176.778866793638,4000.0,250.0,0.8,996106.5733587277,1293523.0,0.770072564120412
0,158062,SAC,1.1288283,2.868906,4.360984,2.0553517,6.21745135666903,20648.0,5002.83203125,1.2210393374524005,62,4084.4185331005583,4000.0,250.0,0.8,977634.5066201118,1293523.0,0.7557921325095199
0,158063,SAC,1.1413838,2.83474,4.270592,2.0553517,6.11137462383847,20648.0,5000.001953125,1.269831351084962,63,4021.3028172270892,4000.0,250.1416015625,0.8,965011.7882501053,1293523.0,0.7460337297830076
0,158064,SAC,1.1389124,2.799154,4.2799044,2.0553517,6.06294233002116,20648.0,5000.083984375,1.2934206513147601,64,3990.791637384534,4000.0,250.00009765625,0.8,958909.1277698756,1293523.0,0.741315869737048
0,158065,SAC,1.1236985,2.7402186,4.189586,2.0553517,6.07175502688602,20648.0,5000.01171875,1.2916289408516253,65,3993.109194554502,4000.0,250.00419921875002,0.8,959372.6515085567,1293523.0,0.741674211829675
0,158066,SAC,1.0959024,2.6716928,4.137178,2.0553517,6.13765404574721,20648.0,5000.01953125,1.2645083486699966,66,4028.1903585142777,4000.0,250.0005859375,0.8,966388.873460668,1293523.0,0.7470983302660007
0,158067,SAC,1.0528362,2.5828195,4.121903,2.0553517,6.26291976902453,20648.0,5000.13671875,1.2113958153319886,67,4096.892636115882,4000.0,250.0009765625,0.8,980129.330152864,1293523.0,0.7577208369336023
0,158068,SAC,0.99263763,2.468812,4.061305,2.0553517,6.45147872508267,20648.0,5000.0625,1.1307082265024606,68,4201.263800190795,4000.0,250.0068359375,0.8,1001003.5805459716,1293523.0,0.7738583546995079
0,158069,SAC,0.9128058,2.3320591,4.048372,2.0553517,6.71380574133887,20648.0,5000.00390625,1.017828816356725,69,4347.2759691047995,4000.0,250.003125,0.8,1030206.00319596,1293523.0,0.796434236728655
0,158070,SAC,0.8151538,2.1733198,3.948842,2.0553517,7.05761585343561,20648.0,5000.021484375,0.8687734820482103,70,4540.082516250865,4000.0,250.0001953125,0.8,1068767.3038361105,1293523.0,0.8262453035903579
0,158071,SAC,0.71109,2.0275314,3.9413831,2.0553517,7.46910554939438,20648.0,5000.005859375,0.6883313039886998,71,4773.488610557344,4000.0,250.00107421875,0.8,1115448.525334125,1293523.0,0.86233373920226
0,158072,SAC,0.6176141,1.9045877,3.9568617,2.0553517,7.92216449836784,20648.0,5000.00390625,0.48629244423322415,72,5034.830534263575,4000.0,250.00029296875002,0.8,1167716.9077316213,1293523.0,0.9027415111533551
0,158073,SAC,0.5424222,1.8051314,3.9472563,2.0553517,8.39913773097709,20648.0,5000.001953125,0.2698829400140106,73,5314.76120685457,4000.0,250.0001953125,0.8,1223703.0419568515,1293523.0,0.946023411997198
0,158074,SAC,0.48435727,1.734691,4.0257807,2.0553517,8.88043739524829,20648.0,5000.005859375,0.04866768492307738,74,5600.908228730402,4000.0,250.00009765625,0.8,1280932.4460390492,1293523.0,0.9902664630153845
0,158075,SAC,0.44868794,1.7020844,4.0870075,2.0553517,9.32218657069786,20648.0,5000.0,-0.15718262433015973,75,5867.18033537689,4000.0,250.00029296875002,0.8,1334186.8679542844,1293523.0,1.031436524866032
0,158076,SAC,0.4359617,1.7118231,4.143505,2.0553517,9.67861201991598,20648.0,5000.001953125,-0.3258355669716426,76,6085.336800095861,4000.0,250.0,0.8,1377818.1600191721,1293523.0,1.0651671133943286
0,158077,SAC,0.44456443,1.7611294,4.1929646,2.0553517,9.91059824303994,20648.0,5000.0,-0.43830194054021643,77,6230.814639568559,4000.0,250.00009765625,0.8,1406913.7282066806,1293523.0,1.0876603881080433
0,158078,SAC,0.4730322,1.8422054,4.244428,2.0553517,9.99745987054751,20648.0,5000.0,-0.4844422806306028,78,6290.498232168138,4000.0,250.0,0.8,1418850.4464336277,1293523.0,1.0968884561261205
0,158079,SAC,0.5179028,1.9487132,4.3614674,2.0553517,9.95115443905452,20648.0,5000.005859375,-0.4694301331455808,79,6271.0796741168715,4000.0,250.0,0.8,1414966.7348233743,1293523.0,1.0938860266291162
0,158080,SAC,0.5786873,2.0765827,4.47769,2.0553517,9.79435593984994,20648.0,5000.0,-0.404045543518869,80,6186.503199194627,4000.0,250.00029296875002,0.8,1398051.4407178317,1293523.0,1.080809108703774
0,158081,SAC,0.6529022,2.222541,4.612961,2.0553517,9.54863792260586,20648.0,5000.0,-0.2982231611862298,81,6049.619518127096,4000.0,250.0,0.8,1370674.7036254192,1293523.0,1.059644632237246
0,158082,SAC,0.74019605,2.3765361,4.71741,2.0553517,9.23835720340563,20648.0,5000.001953125,-0.1635708575102024,82,5875.443666319169,4000.0,250.0,0.8,1335839.533263834,1293523.0,1.0327141715020405
0,158083,SAC,0.83650255,2.530484,4.816547,2.0553517,8.8967551763444,20648.0,5000.0,-0.015358114887237484,83,5683.727073378439,4000.0,250.00009765625,0.8,1297496.2149686567,1293523.0,1.0030716229774475
0,158084,SAC,0.94019973,2.6879714,4.915164,2.0553517,8.54593365674306,20648.0,5000.0,0.13608989932345228,84,5487.8255851574295,4000.0,250.0,0.8,1258315.917031486,1293523.0,0.9727820201353096
0,158085,SAC,1.0523787,2.8585632,5.0389786,2.0553517,8.18481249255574,20648.0,5000.001953125,0.29111628091208797,85,5287.295394965753,4000.0,250.0,0.8,1218209.8789931505,1293523.0,0.9417767438175824
0,158086,SAC,1.1789712,3.0389555,5.116617,2.0553517,7.80313003292554,20648.0,5000.001953125,0.4536882324267939,86,5077.004835061752,4000.0,250.00009765625,0.8,1176151.7673053192,1293523.0,0.9092623535146411
0,158087,SAC,1.3096124,3.199686,5.1507707,2.0553517,7.41263410121597,20648.0,5000.009765625,0.6198344860454705,87,4862.090834642161,4000.0,250.00009765625,0.8,1133168.967221401,1293523.0,0.8760331027909058
0,158088,SAC,1.4411805,3.353846,5.1964736,2.0553517,7.02785768101582,20648.0,5000.005859375,0.7830938358236681,88,4650.911104879642,4000.0,250.00048828125,0.8,1090933.0224407723,1293523.0,0.8433812328352663
0,158089,SAC,1.568548,3.4917474,5.234508,2.0553517,6.65876567485445,20648.0,5000.0078125,0.9395127897587212,89,4448.579593258397,4000.0,250.00029296875002,0.8,1050466.719530586,1293523.0,0.8120974420482557
0,158090,SAC,1.6871996,3.6090248,5.2724285,2.0553517,6.30998246485135,20648.0,5000.0,1.0875975798150113,90,4257.028509905572,4000.0,250.00039062500002,0.8,1012156.5031529894,1293523.0,0.7824804840369978
0,158091,SAC,1.7985744,3.7154298,5.2941856,2.0553517,5.98274210709027,20648.0,5000.76171875,1.2265275354492977,91,4077.319422763018,4000.0,250.0,0.8,976214.6845526036,1293523.0,0.7546944929101405
0,158092,SAC,1.897703,3.7969797,5.271774,2.0553517,5.68020294397322,20648.0,5088.103515625,1.3555830016231605,92,3910.3826377023415,4000.0,250.0380859375,0.8,942827.4417982808,1293523.0,0.7288833996753679
0,158093,SAC,1.9817034,3.8599687,5.221283,2.0553517,5.40192945605242,20648.0,5001.904296875,1.4753828280964694,93,3755.3533004154515,4000.0,254.40517578125002,0.8,911834.6756104341,1293523.0,0.7049234343807061
0,158094,SAC,2.051648,3.9053187,5.1157393,2.0553517,5.14545035612775,20648.0,5000.064453125,1.5870900977165587,94,3610.922027308727,4000.0,250.09521484375,0.8,882935.4911062767,1293523.0,0.6825819804566883
0,158095,SAC,2.103909,3.9260786,5.0578995,2.0553517,4.91411179178186,20648.0,5000.0234375,1.6895319293172602,95,3478.412541853906,4000.0,250.00322265625002,0.8,856433.31803875,1293523.0,0.662093614136548
0,158096,SAC,2.1490023,3.9506836,5.005544,2.0553517,4.70817347849775,20648.0,5007.474609375,1.7809532611219376,96,3360.156977235643,4000.0,250.001171875,0.8,832782.1989627536,1293523.0,0.6438093477756125
0,158097,SAC,2.1785054,3.9268055,4.8992395,2.0553517,4.54157309072007,20648.0,8263.1171875,1.8560207738589316,97,3263.0498345786414,4000.0,250.37373046875,0.8,813361.8881071346,1293523.0,0.6287958452282136
0,158098,SAC,2.1866717,3.8853695,4.890713,2.0553517,4.42641864584728,20648.0,5076.75390625,1.907974513417317,98,3193.4047455902673,4000.0,413.15585937500003,0.8,799921.2166961784,1293523.0,0.6184050973165366
0,158099,SAC,2.173989,3.8155103,4.7406683,2.0553517,4.35883492167269,20648.0,5947.044921875,1.9442108645059557,99,3148.9219644819746,4000.0,253.83769531250002,0.8,790546.7059823325,1293523.0,0.6111578270988088
0,158100,SAC,2.1385903,3.7358892,4.673797,2.0553517,4.32481338147376,20648.0,5084.560546875,1.9656489932865644,100,3120.538533565577,4000.0,297.35224609375,0.8,785000.5634513967,1293523.0,0.6068702013426871
